date,Close,High,Low,Open,Volume,stockname
2018-01-02,76.5479736328125,76.60816014931521,76.03639972194371,76.48026810652354,1222300,PSX
2018-01-03,77.0595703125,77.3379287287951,76.29221208931627,76.32229961675546,1351700,PSX
2018-01-04,76.84891510009766,77.2777340673057,76.6006499770553,77.0369936951837,1110600,PSX
2018-01-05,76.85646057128906,76.99939643909134,76.46525377380812,76.88654810367551,1752500,PSX
2018-01-08,76.78119659423828,77.11221672713768,76.32980915645899,77.11221672713768,1236500,PSX
2018-01-09,76.52542877197266,76.92415452253881,76.26211985553311,76.66084560609927,1537000,PSX
2018-01-10,76.79624938964844,77.04451449997494,76.20944512138793,76.6758763399012,977500,PSX
2018-01-11,77.0144271850586,77.20250578503604,76.3674363419599,77.20250578503604,1358600,PSX
2018-01-12,78.9704360961914,79.06071014233329,77.11221878373338,77.14231204568162,1849300,PSX
2018-01-16,77.86451721191406,78.91023345732305,77.6162521563187,78.6469246436772,2601200,PSX
2018-01-17,79.86568450927734,80.42992020366002,78.11279090786661,78.20306494555837,2333400,PSX
2018-01-18,79.21119689941406,80.06883499736699,78.65448575892106,80.06883499736699,1514000,PSX
2018-01-19,79.46695709228516,79.48200659245225,78.85758434867711,79.39172681055742,1657500,PSX
2018-01-22,80.2418441772461,80.36221147787693,79.28640182363357,79.43686238434772,1348000,PSX
2018-01-23,80.42239379882812,80.753408163056,80.16660397132704,80.42239379882812,1436500,PSX
2018-01-24,78.71466827392578,80.85124455271549,78.09025156774236,80.66316591766765,1945300,PSX
2018-01-25,78.36859130859375,79.24127878589297,78.21813072133006,79.00053840244897,1864000,PSX
2018-01-26,80.18917846679688,80.4374435632786,78.63188809567912,78.70712411742699,2645100,PSX
2018-01-29,78.42877197265625,80.0763422565566,78.20307536894005,79.83560189112075,2563500,PSX
2018-01-30,76.94670867919922,78.00747463852474,76.65330654996085,77.52599392696932,2049800,PSX
2018-01-31,77.0369873046875,77.4507567357312,76.46522681593864,77.1874478723938,3388700,PSX
2018-02-01,75.87842559814453,77.48085309308489,74.98316968732325,76.98432860805246,3243600,PSX
2018-02-02,72.98200988769531,76.05897253690127,72.28235737792023,76.05897253690127,4492300,PSX
2018-02-05,71.62785339355469,74.90794463940159,70.37901447318364,72.0867656371046,4252500,PSX
2018-02-06,72.88420867919922,72.9744884631786,69.73953461686796,69.87495142298567,2894200,PSX
2018-02-07,71.92877197265625,73.79450825589612,71.91372247215278,72.8390716032237,2199700,PSX
2018-02-08,69.54393768310547,71.86106143004986,69.52136917182365,71.83849291876804,2621100,PSX
2018-02-09,69.6643295288086,70.81536992725309,67.06132174952184,70.05553632783712,2679300,PSX
2018-02-12,70.40911102294922,71.296842359045,69.67184603008397,70.31131220462746,1809000,PSX
2018-02-13,70.53700256347656,70.9357282930215,69.93514872359889,70.14579584564498,1441200,PSX
2018-02-14,70.21349334716797,70.57460098845185,68.7013400325727,70.25863036740283,4091300,PSX
2018-02-15,69.79219055175781,71.01846645450732,68.92703375472138,70.70249584656173,2639600,PSX
2018-02-16,69.7315673828125,70.43653944991092,68.94321108752614,69.5723808880925,2220500,PSX
2018-02-20,68.97351837158203,70.17879554954862,68.42015673946092,69.70123038437615,2957100,PSX
2018-02-21,67.90469360351562,69.3828577315752,67.88952968339444,69.02658079216059,2256700,PSX
2018-02-22,68.32161712646484,69.13271345069603,67.91227798386102,68.29887702687714,2905600,PSX
2018-02-23,69.61029052734375,69.63303063080322,68.30647061780259,68.67032383983943,2922000,PSX
2018-02-26,70.1333236694336,70.67153305635374,69.70882635581538,70.20913171830155,3391100,PSX
2018-02-27,69.83011627197266,71.06571000119013,69.81495234850073,70.32283390130708,3183100,PSX
2018-02-28,68.50354766845703,70.52749744473338,68.48080178613239,70.45927136444257,3233800,PSX
2018-03-01,68.88255310058594,69.67848534720439,67.84404441689456,68.6324004873599,3431900,PSX
2018-03-02,69.26155853271484,69.46622513811319,68.06386359987229,68.27611216349713,1903800,PSX
2018-03-05,70.54265594482422,70.6639441844783,68.73095479421808,68.99626558928436,2953300,PSX
2018-03-06,71.2021255493164,71.49017635372773,70.3076453022773,70.9140747449051,2056500,PSX
2018-03-07,71.42196655273438,72.04355422008965,70.5123222553804,70.51990421494368,1791400,PSX
2018-03-08,72.15727233886719,72.187594398763,70.9140967998469,71.4295602513925,2101300,PSX
