date,Close,High,Low,Open,Volume,stockname
2018-01-02,282.8864440917969,283.02938722794903,281.5141318186582,281.84768519170586,2978900,BA
2018-01-03,283.8012390136719,284.46834559467777,281.580778626837,282.02868639796225,3211200,BA
2018-01-04,282.7243957519531,284.392133204921,281.580792722419,283.93468617650075,4171700,BA
2018-01-05,294.32232666015625,294.3699937554494,282.7720572510813,282.8196952633389,6177700,BA
2018-01-08,295.5707092285156,296.2473259689747,291.3775467517204,294.15075927209307,4124900,BA
2018-01-09,303.4614562988281,304.8718959545759,295.89469198859973,295.9899970745202,5641300,BA
2018-01-10,305.2055358886719,307.00667746704806,300.6692800744787,302.5657267658409,4479300,BA
2018-01-11,312.6960144042969,312.9628512433409,306.09178082568235,306.9875964459802,4635300,BA
2018-01-12,320.40576171875,321.0442798119986,314.84982544091207,314.84982544091207,6559300,BA
2018-01-16,319.40509033203125,331.3842175578264,315.7551113930524,323.9222671802264,12305500,BA
2018-01-17,334.510009765625,335.6726621370601,320.5963091633937,321.8542666307888,9699900,BA
2018-01-18,324.1700744628906,334.3384926110129,323.2075423091806,334.2146279614283,9458600,BA
2018-01-19,321.8542785644531,327.8295331315816,319.9673422933969,325.60907263684703,7264400,BA
2018-01-22,322.11163330078125,325.33275428707515,316.43180317636137,319.5290304196381,6792900,BA
2018-01-23,319.8148803710937,323.007412368262,319.07154708043373,322.43561081782315,4537800,BA
2018-01-24,318.9572448730469,323.05510333738255,318.43311033099457,320.3962736789924,4205400,BA
2018-01-25,326.9813842773437,327.4674199693337,319.53851195669404,320.40573899711114,4747500,BA
2018-01-26,327.0862121582031,329.7164817711253,325.2088150515804,328.14402027807495,5236300,BA
2018-01-29,324.79901123046875,328.2869683486145,324.1128552550461,325.18974176621253,3324900,BA
2018-01-30,321.835205078125,323.9985174463004,318.4520921164616,323.226595569605,4983100,BA
2018-01-31,337.71209716796875,344.00185627074654,335.0913666320644,343.55394843401604,11409600,BA
2018-02-01,340.1612548828125,344.4592617492762,335.4915959447677,336.35882288916685,6067600,BA
2018-02-02,332.5087585449219,338.5030920709229,332.3086381777779,337.3594889497435,5486100,BA
2018-02-05,313.4203186035156,333.54752457607776,302.47043917471825,326.5620992150632,10511300,BA
2018-02-06,324.88482666015625,325.6091106011164,302.71820156954,304.9577407951113,11935100,BA
2018-02-07,331.755859375,336.9687313191863,323.89366852634623,324.51310804933047,7946700,BA
2018-02-08,315.7144470214844,334.2363064566163,315.4654364091487,333.2786093034455,8295900,BA
2018-02-09,318.7503662109375,323.5197090876856,305.7448502788283,319.4399094072553,8833000,BA
2018-02-12,329.2563171386719,333.0392331308711,320.9530979879711,322.3321844259079,6885000,BA
2018-02-13,328.6433410644531,333.1636725554376,325.89475505767626,326.0479901012041,4030200,BA
2018-02-14,330.2618713378906,332.7327171499893,326.737552804898,326.90034495513737,4340200,BA
2018-02-15,341.38067626953125,341.4668654953276,333.3264407131632,333.72868632680684,5827500,BA
2018-02-16,340.0208435058594,344.2921651036694,338.5555678665545,341.5052625687953,5211600,BA
2018-02-20,338.4022827148437,342.65446025970897,336.5347616428677,337.1093857593678,4303400,BA
2018-02-21,337.4637451171875,345.54671152222414,336.86997755156125,337.6457099165372,5258600,BA
2018-02-22,340.8636169433594,342.92266017867496,337.72237114289544,339.64732273488977,3414300,BA
2018-02-23,341.5722961425781,343.59302326073066,338.1341666083272,343.0279854045657,3355400,BA
2018-02-26,348.1037902832031,348.6496554773488,343.05670731234994,344.29214488914124,4148100,BA
2018-02-27,349.2147521972656,354.24266294590706,347.9314121153457,349.1764361223989,4774100,BA
2018-02-28,346.8874816894531,355.88027209078456,346.8874816894531,351.28330816629443,5472900,BA
2018-03-01,334.8970947265625,347.39502994795805,331.7462631453693,347.0023706374,8978000,BA
2018-03-02,330.0894775390625,331.449391075684,321.1158310197493,327.3600349155607,10021300,BA
2018-03-05,337.8276672363281,339.76220494385973,322.37042131757033,323.70163437527685,8140200,BA
2018-03-06,334.15966796875,340.1835613777282,331.3823231389582,339.25459406898835,4888300,BA
2018-03-07,332.3592529296875,333.6712934508219,325.1382076744707,327.0727455461273,4575700,BA
2018-03-08,333.97772216796875,337.5882297346197,329.3999311721206,334.7247247412964,4319900,BA
2018-03-09,339.5228271484375,339.87719969025824,335.4143268850229,337.73193792183093,3538300,BA
2018-03-12,329.6298217773437,340.20280769578994,328.7391703412254,340.17407794709584,6088800,BA
2018-03-13,324.3432922363281,333.1636744124014,323.3281064139734,330.7119721554833,5443800,BA
2018-03-14,316.2890625,326.1150151484516,308.6657723263046,325.415914950798,13057900,BA
2018-03-15,316.0209350585937,318.83656718682664,309.2500087870528,318.2427703678216,8766000,BA
2018-03-16,316.4902038574219,316.8349608304629,311.8549527847378,315.86770650503126,9329000,BA
2018-03-19,317.7256164550781,319.2291787712912,312.9562741172178,313.59794406867,6328900,BA
2018-03-20,323.3472900390625,325.3297301331515,316.99775332490924,317.80221541527925,6500500,BA
2018-03-21,322.8396911621094,327.4462117737704,320.99134281410306,322.8109614188044,4056300,BA
2018-03-22,306.0895690917969,318.6066777343701,305.5149741886896,316.14538906853704,7282200,BA
2018-03-23,307.4207763671875,317.13183921951554,304.8541550928976,306.6067279676248,7237500,BA
2018-03-26,315.0536193847656,317.8979809699788,309.9012042577078,316.49975137309644,5392900,BA
2018-03-27,307.53570556640625,320.7136277643928,305.5053922751904,317.4861930300924,5355500,BA
2018-03-28,306.4822082519531,309.5659940108887,298.0066124964701,308.2348102708544,5634700,BA
2018-03-29,314.0097351074219,316.49975345463525,308.3784713884213,309.70009808491284,3652100,BA
2018-04-02,308.79986572265625,315.98259421596964,303.752812356263,311.4431191607066,5024900,BA
2018-04-03,316.8253479003906,317.0935019077009,309.4223391167742,311.02170606413574,4783100,BA
2018-04-04,313.58837890625,313.94272220009606,298.6866125557633,299.08882901979416,8235700,BA
2018-04-05,322.1693420410156,324.6210446095137,316.2890962518616,316.60512347777734,6220000,BA
2018-04-06,312.32421875,320.43591552933134,308.5796190401934,316.6242699984443,5713600,BA
2018-04-09,308.8382568359375,320.71369831850694,308.4264247567028,318.1949495718994,4931700,BA
2018-04-10,320.66571044921875,322.447042271469,315.6090708779932,317.332943211777,5552000,BA
2018-04-11,313.51171875,323.28982749986784,312.5061484531702,317.5723744591971,4573500,BA
2018-04-12,323.2037048339844,324.0368968332399,316.4806508851718,317.9363695290233,4325000,BA
2018-04-13,315.3505249023437,325.3010125884297,312.7839034853882,324.64975629662143,4733500,BA
2018-04-16,317.7351989746094,319.12387164656013,313.77034764649204,318.2810934092328,3901400,BA
2018-04-17,322.4757995605469,325.3680345579256,319.5356621676236,320.5699915015622,3381800,BA
2018-04-18,326.57476806640625,327.91553839496567,322.9163574918646,324.0177035036598,3117500,BA
2018-04-19,326.2299499511719,327.9250632746616,323.2227670673204,325.7989745711105,3006800,BA
2018-04-20,324.3432922363281,326.95778663461704,320.8764041570553,326.31614593952634,3038000,BA
2018-04-23,324.5060729980469,326.8237127764794,321.7862168154884,325.1860297370377,2765600,BA
2018-04-24,315.1398620605469,332.9626234945047,309.6043729961449,328.6529857694879,7051800,BA
2018-04-25,328.35601806640625,330.3193146836075,316.5380392016255,323.8165431042373,11023600,BA
2018-04-26,328.2890319824219,331.0280319507518,324.01768141932115,329.4574237376603,5273600,BA
2018-04-27,326.4597473144531,328.41345731373417,323.481294544445,326.81409051656067,3390400,BA
2018-04-30,319.4494934082031,328.0879121096509,319.296258340514,326.7375847021789,3721600,BA
2018-05-01,315.5995178222656,319.7846495698787,310.4662460496217,318.434293120432,4313100,BA
2018-05-02,310.475830078125,316.72000474691635,310.2747218674038,315.5611994211083,3436100,BA
2018-05-03,316.7008972167969,318.55883216874633,305.62991964988566,309.3074734813918,6383200,BA
2018-05-04,320.2826538085937,321.68091270361623,314.1629841615877,314.1629841615877,3655100,BA
2018-05-07,326.0288391113281,328.4709844198703,321.0296587372111,321.0488313855483,4192200,BA
2018-05-08,324.05596923828125,327.47495496494656,322.37041295758644,325.39673935856274,4014100,BA
2018-05-09,329.9266662597656,332.25386330637275,324.25708630497473,325.12859421360736,4347000,BA
2018-05-10,331.1586608886719,335.48979682693107,329.5609494400933,331.0816464678948,3920400,BA
2018-05-11,329.6090393066406,332.4579852363194,328.2519466123611,330.8698786676051,2332200,BA
2018-05-14,331.6591491699219,334.69093856224663,330.98543451184776,331.0912926287636,2520300,BA
2018-05-15,329.2818603515625,330.9469522612348,327.49167139584426,330.12884284035766,3009100,BA
2018-05-16,328.1749572753906,330.6677629019493,327.53008638577137,329.1663049135386,2230100,BA
2018-05-17,331.2260131835937,331.8323474909181,327.4819730011581,327.69371858181506,2483300,BA
2018-05-18,338.04998779296875,338.839194696721,332.23663258124753,332.6312507193216,4327700,BA
2018-05-21,350.2637634277344,351.30322305428854,344.9990262799429,345.0086310525525,6785400,BA
2018-05-22,341.69775390625,351.15889655850305,341.21651656119855,350.3407871974363,5389400,BA
2018-05-23,345.7304992675781,346.1058784673041,338.4253204424892,339.06055721498313,4497500,BA
2018-05-24,345.5284118652344,347.12612336679183,341.0721493747428,344.9990625375192,3932100,BA
2018-05-25,346.5774841308594,347.06835558868966,343.65155304710134,344.6814079450457,2463700,BA
2018-05-29,339.2530517578125,347.424451572361,337.5013409665111,344.28677503106223,4249600,BA
2018-05-30,344.748779296875,345.4513963288819,340.8122617078696,342.3040855887956,2825200,BA
2018-05-31,338.945068359375,343.43980842144845,338.42532383623256,343.43980842144845,4406300,BA
2018-06-01,343.3338928222656,344.7102242598167,341.15869112908024,342.438798617905,2657800,BA
2018-06-04,347.1934814453125,349.7536674680386,345.38402445388243,345.49951670909803,2950300,BA
2018-06-05,346.58709716796875,349.7343784254256,345.3840039602018,346.9720811199756,2567800,BA
2018-06-06,357.6170349121094,357.65554211767545,347.4436720551719,348.85851079270884,4488400,BA
2018-06-07,354.70074462890625,360.4274799486244,352.3137971715698,358.0405324912879,4517800,BA
2018-06-08,355.6343994140625,357.48236375029865,351.7459934262385,354.3254479290426,3292900,BA
2018-06-11,357.02032470703125,359.320623690231,354.96061499755166,357.07807083230705,2468500,BA
2018-06-12,356.7123413085937,358.74317804378245,354.18102834177864,357.3090708773314,2440400,BA
2018-06-13,350.1964111328125,357.0780990816042,349.65742767266966,356.76049536746115,3867600,BA
2018-06-14,348.820068359375,353.8441871033162,345.3647585896614,352.4100799312606,4039500,BA
2018-06-15,344.450439453125,348.0885925292865,340.2059226355373,344.71029703985226,9946000,BA
2018-06-18,341.42822265625,344.2290272050147,339.1471626042646,339.93639880819,3363200,BA
2018-06-19,328.3193664550781,334.1423560399542,325.8650677078937,334.1423560399542,6857300,BA
2018-06-20,329.8304138183594,333.9594379613903,327.6840849462008,333.0162023056538,4540000,BA
2018-06-21,324.9891662597656,328.3481931039969,323.58396161430505,328.3481931039969,4048300,BA
2018-06-22,326.1922607421875,328.14608294857743,323.9689468305159,327.6552115176601,3192000,BA
2018-06-25,318.7716064453125,321.3221583182531,315.3066919328298,320.0420506228941,5006200,BA
2018-06-26,318.8678283691406,321.8515055516971,318.07862150744296,319.91695154775226,3112400,BA
2018-06-27,317.4433898925781,328.60810148830245,317.3856437645012,322.2846361123258,4578900,BA
2018-06-28,322.0921325683594,324.8736983781498,315.0083333130397,317.6166313645202,3348000,BA
2018-06-29,322.9198913574219,327.2413932991765,322.77549665657864,324.53684178081915,3108500,BA
2018-07-02,323.4684753417969,323.7090940101687,316.96216652225127,318.28075212534566,2820700,BA
2018-07-03,320.4366455078125,326.9429828776823,319.5415512239389,325.489636905179,1464400,BA
2018-07-05,320.6772766113281,324.62342830190886,316.75039321086507,323.5358273164246,2427900,BA
2018-07-06,322.0825500488281,323.4877548967752,318.0497786767114,320.35007795279205,2105100,BA
2018-07-09,329.0893249511719,330.1672917930916,323.88233389119046,324.83517433674564,3128700,BA
2018-07-10,334.1326904296875,334.9411655805394,329.91704692193554,329.91704692193554,3278300,BA
2018-07-11,327.81884765625,331.4666345368704,326.46175497445097,328.9064486306814,3056900,BA
2018-07-12,333.04510498046875,333.5937225853116,329.8785551290236,332.323248986432,2030700,BA
2018-07-13,337.6264953613281,338.0595913363732,333.2087401814941,333.97870816317135,2272300,BA
