Price,Close,High,Low,Open,Volume
2018-03-07,83.37692260742188,83.57315246249225,81.55268749907022,81.82160041781185,5286200
2018-03-08,85.041259765625,85.57908003235369,83.10800569950175,83.58041786599298,6179400
2018-03-09,86.6983413696289,86.96725430604161,85.52094552701874,85.65176728730876,5835600
2018-03-12,85.97883605957031,86.91638566570036,85.70992308687961,86.77830001588869,4892900
2018-03-13,87.03266143798828,88.26819595858933,86.29134183461557,86.67653769533449,5403200
2018-03-14,86.44397735595703,87.70131473974396,85.72445481789833,87.4614738937244,3556100
2018-03-15,83.5295639038086,86.85097763856531,83.49322236464475,86.48758442668847,5812400
2018-03-16,82.64286804199219,84.83776573423324,82.55565169136072,83.50047608258068,8879300
2018-03-19,81.421875,83.56589808834224,80.26628734950623,82.66467900984685,8598900
2018-03-20,81.87248229980469,82.9626618096691,81.4654781788963,82.05417888478209,4933800
2018-03-21,81.72712707519531,82.70102371803814,81.20384553382465,82.18500604818728,4618000
2018-03-22,71.29772186279297,75.94915443986828,69.42261222143493,75.72385250251308,26861200
2018-03-23,70.83258819580078,72.91119734186886,70.76718009400702,71.94457028580759,14253600
2018-03-26,69.24821472167969,72.61323966285435,66.68992875944667,72.30798512800536,13760600
2018-03-27,66.87161254882812,69.56798919890181,66.22477315124671,69.40809531726332,10821300
2018-03-28,68.51414489746094,70.38925495986908,66.55909344008778,67.00243354503559,11154200
2018-03-29,68.79033660888672,69.43717608705492,67.9545311066088,68.69585082436166,7399400
2018-04-02,66.47187042236328,68.78305094220441,65.6288012473258,68.31790818116184,7816500
2018-04-03,65.8395767211914,67.19866927312398,64.11709651747327,67.11145290973137,10449200
2018-04-04,67.54753875732422,67.88912929786083,64.41508518693132,64.47322943743562,8841700
2018-04-05,67.01696014404297,67.78735180267408,66.60996161419092,67.64199676913809,7045000
2018-04-06,65.2508773803711,67.423967006447,64.53136044905041,66.46460924970614,6761200
2018-04-09,65.75963592529297,67.86731204977413,65.71602497072467,66.42100866606005,8302100
2018-04-10,68.04173278808594,68.60135577781247,66.08667594181657,66.50094389510325,6253700
2018-04-11,68.05628204345703,68.66678553862793,67.15506840719004,67.2858901886595,7135700
2018-04-12,67.64505767822266,68.81261511176567,67.60833971014411,68.81261511176567,6402500
2018-04-13,67.43211364746094,68.02690670350103,66.8887167889202,68.01956198855426,4630000
2018-04-16,67.99752044677734,68.65105989270025,67.78456857303983,68.21047232051485,3922500
2018-04-17,68.72447967529297,69.03289597063399,68.01219943745238,68.4380975171988,4474700
2018-04-18,69.26054382324219,69.4661509880714,68.3059327266779,69.02556340595521,5289700
2018-04-19,68.29859924316406,69.41475491665489,67.11635234560359,69.34132458064735,4972900
2018-04-20,67.99752044677734,68.87870119352307,67.57161669930233,68.59231899148382,4754800
2018-04-23,68.41608428955078,68.87870603488098,68.0929897018384,68.23985036876445,4716300
2018-04-24,67.08697509765625,68.6437238992844,66.41140708279647,68.25453249709597,6378300
2018-04-25,67.46147918701172,67.76254523687399,66.47015007052221,66.79325026270399,5487800
2018-04-26,71.5516128540039,72.36670246760836,68.71715819094933,69.0255689630225,12594400
2018-04-27,72.49886322021484,72.95413456296642,70.76588078699298,71.55159697136588,6117600
2018-04-30,70.89806365966797,73.00554258343575,70.87602951977819,72.73384981758402,7449400
2018-05-01,74.95148468017578,75.90609582066105,74.29794518945329,74.97351321993885,11910500
2018-05-02,73.7031478881836,74.72384458815687,73.4020762560602,74.29059612282379,7625600
2018-05-03,73.63705444335938,73.99686696640237,72.52823802065566,73.57830794095955,7699500
2018-05-04,73.55628967285156,74.11437031881773,72.78526273011109,73.3580272025399,5224400
2018-05-07,73.15975952148438,74.36403498339045,72.87337728373693,73.98219386718574,6151500
2018-05-08,72.9908676147461,73.26990512774832,72.47684406674146,72.79259954830667,7620900
2018-05-09,74.29795837402344,74.92946943704789,72.62372182642423,73.02025241965188,5665600
2018-05-10,75.5242691040039,76.22921057479599,74.84870089479193,75.32600659130921,5369700
2018-05-11,76.50089263916016,76.87539464103403,74.92945989702346,75.97218524883836,6358900
2018-05-14,77.75655364990234,78.0576252518782,76.61102494504176,76.6624267304554,8471700
2018-05-15,76.50089263916016,77.51424473569321,76.06764412672261,77.38206788811276,8387600
2018-05-16,77.13239288330078,77.58032515982968,76.515565813009,76.7064891445725,8296700
2018-05-17,77.3379898071289,77.40408101416148,76.52290040209643,77.17643974813161,6702900
2018-05-18,77.82264709472656,78.41009528740396,77.18379151278563,77.30127891037127,5328000
2018-05-21,78.0062484741211,78.75524695917682,77.8006356641757,78.57166829493632,5797300
2018-05-22,78.0062484741211,78.74790224394185,77.91078398319524,78.24122894025389,9456800
2018-05-23,77.54361724853516,78.07232463379486,76.91210627196114,77.72719589050725,12816600
2018-05-24,75.7372055053711,76.77259175466772,74.61370509179436,76.77259175466772,13164500
2018-05-25,74.22451782226562,75.73720403844938,73.10101743044949,75.11303777659326,25301700
2018-05-29,73.04228210449219,74.59902564032645,72.64575150506938,73.62973048697395,25494700
2018-05-30,75.64173126220703,75.75187954755944,74.04092557522571,74.79726854433797,31273400
2018-05-31,72.653076171875,74.23919252950007,72.32997600912505,74.11436041293754,18910900
2018-06-01,71.9995346069336,73.01288653872794,71.88938631812722,71.91141485541355,14837300
2018-06-04,72.77057647705078,73.03493018392005,71.68379399536674,72.31530500595713,10922500
2018-06-05,72.87337493896484,73.68111982975933,72.52090708955929,72.77791606357906,10199000
2018-06-06,73.41676330566406,73.42410241666721,72.1977985941654,72.88071127656981,4933500
2018-06-07,72.9321060180664,73.6737651310786,72.60166677886134,73.61501863448126,5092500
2018-06-08,73.7472152709961,73.79861706873999,72.69714517219163,72.9027523631672,4012900
2018-06-11,73.26254272460938,74.22449836541996,72.99819470380831,73.84265175311182,5770100
2018-06-12,72.63105773925781,73.51957770806709,72.50622000295148,73.28459726674873,8060400
2018-06-13,71.65440368652344,72.86602362093791,71.60300190033007,72.63838233718914,7816200
2018-06-14,72.51354217529297,72.63837427041742,71.77922782415077,72.24184384851576,4648700
2018-06-15,73.11568450927734,73.33598107000219,71.96281112654903,72.52823074892723,20806200
2018-06-18,72.31529235839844,72.93945854508583,72.19045463916106,72.80728171476822,6425600
2018-06-19,71.9701919555664,72.24188483411153,71.17713066182895,71.882072166581,5528300
2018-06-20,72.14640045166016,73.10101155354819,71.84532881407043,72.12437191278775,5842700
2018-06-21,70.16375732421875,71.95548101228192,69.95080543294733,71.7498738351579,7225000
2018-06-22,68.65106201171875,70.57496804590832,68.6070049338528,70.53825007943664,9454800
2018-06-25,68.32796478271484,69.30459878585079,67.630362663475,68.63637552054725,5573100
2018-06-26,67.64505767822266,68.92276341362593,67.61568442423489,68.55560614234192,5117100
2018-06-27,67.19712829589844,68.48951791359147,67.16775504062693,67.82129456388522,5833000
2018-06-28,67.8726806640625,68.00485748102986,66.68308931135633,67.07227504954511,6698900
2018-06-29,68.03424072265625,69.36334819789349,67.96814950327767,68.17375667045525,6787900
2018-07-02,68.37202453613281,68.51154608591904,67.4467866840309,67.60099205898537,3854500
2018-07-03,68.73918151855469,69.2972621131088,68.3793689784228,68.71715297970223,2452400
2018-07-05,69.3780288696289,69.80392697544266,68.98883752101766,69.3633394438986,4744000
2018-07-06,71.16976165771484,71.27990995576253,69.7305058763837,69.90673979183492,5867400
2018-07-09,71.25787353515625,72.21982365346771,71.16975378598954,71.94813089769247,5953100
2018-07-10,72.57962036132812,72.66039537988982,70.99350443817,71.30925980099117,5119900
2018-07-11,69.73050689697266,71.5956664701203,69.66442127860189,70.68511802419103,6230000
2018-07-12,70.92483520507812,70.96934223288697,69.80469450862606,70.41298174691026,4672000
2018-07-13,71.68148040771484,71.85210010752199,70.4278186727501,70.44265246162445,3712400
2018-07-16,71.39958953857422,71.8224232450424,70.66519534514866,71.77791622107449,3783500
2018-07-17,70.7764663696289,72.08205474865204,70.71711989978489,71.41442111188404,5107500
2018-07-18,70.02723693847656,70.79130438972963,69.97531018915619,70.67261144294524,5521900
2018-07-19,66.72615051269531,69.1963918792888,65.10158210351126,69.15188486137946,19747200
2018-07-20,65.95468139648438,66.49620241377741,64.35978026274692,65.80631520986267,11791900
2018-07-23,66.31816101074219,66.75582847678415,65.7543808856999,66.14754133067744,6316800
2018-07-24,67.90564727783203,67.95757402612512,66.57779967480477,67.14157984169475,7965000
2018-07-25,69.07772827148438,69.36703530616623,67.56442688875273,67.56442688875273,7494300
2018-07-26,69.68600463867188,70.14592566793979,68.64746397131988,69.69341870330493,6812400
2018-07-27,67.17867279052734,68.4471740279922,65.85082507585452,67.75728679432623,12905800
2018-07-30,67.83888244628906,67.90564864377525,66.3033278192013,67.2602684795011,6466000
2018-07-31,68.41751098632812,68.714232072863,67.74987722244077,67.98725748742383,8691800
2018-08-01,69.66374206542969,70.08657573776644,68.4545818557229,68.46200157898231,5330400
2018-08-02,70.56134796142578,71.11028872307888,69.29284673214538,69.41895375070501,6023200
2018-08-03,71.60726928710938,71.84464942394602,70.3387686503021,70.39069537837295,4876100
2018-08-06,72.00047302246094,72.36396599772212,71.02127866013393,71.40702515233104,5134200
2018-08-07,69.7750244140625,72.95740721638825,69.53764415573383,72.17850589668097,8890900
2018-08-08,69.53022003173828,69.7898537674135,68.8922596185986,69.37443413074217,4535100
2018-08-09,70.82097625732422,71.31799022829541,69.33734840874793,69.87886940410726,6176100
2018-08-10,71.0657730102539,71.76307421916044,70.70228012881671,70.73195336360287,4446800
2018-08-13,71.79277038574219,72.38622395184234,71.07320977621336,71.2141562715705,5920000
2018-08-14,71.1548080444336,72.21560244769294,71.0212812783033,71.7482615960332,5580800
2018-08-15,72.2897720336914,72.54199173667045,70.92483699034209,71.15479751926489,6861500
2018-08-16,72.8609619140625,73.17994211635396,72.00045507640519,72.5790690108895,6332900
2018-08-17,73.29861450195312,73.55083411882329,71.52568010006873,72.86094710799368,6307300
2018-08-20,72.42328643798828,74.35200703691095,72.30459916120621,73.68437341879084,6172500
2018-08-21,72.50489044189453,72.73485660398549,71.80758921056187,72.59391014911597,3528400
2018-08-22,72.43070983886719,72.93514352488121,72.05238315945891,72.57907035727501,2963300
2018-08-23,72.06723022460938,72.58649775351472,71.87435700261956,72.46781045816132,2137500
2018-08-24,72.25267791748047,72.39361871566545,71.62213720886761,72.05980471098545,2996100
2018-08-27,72.71260070800781,72.9203133675481,72.17849941939234,72.77936690632929,2456000
2018-08-28,72.14881896972656,73.21702709976194,72.03012603328335,72.54197941741097,3515400
2018-08-29,72.38619232177734,72.57164577269832,71.23637866223122,72.27491911930673,3637100
2018-08-30,71.8001708984375,72.49747780307139,71.62955120447285,72.32685810910672,3434400
2018-08-31,71.19931030273438,71.72599756426774,71.0064370777981,71.39959759277428,4703100
2018-09-04,70.14591979980469,71.19188010388008,69.78985230110005,71.19188010388008,4456100
2018-09-05,70.61325073242188,70.65775774512966,69.79725110218176,69.98270453458368,5188800
2018-09-06,69.5376205444336,70.53165392963302,68.83289973356649,70.3165272592571,5416300
2018-09-07,69.85662078857422,69.9901475306894,67.95015909590221,69.47088001112563,4051700
2018-09-10,69.59697723388672,70.59842482901361,69.50795753180785,70.4574840418771,3156800
2018-09-11,69.12222290039062,69.53022282972081,68.89967645537575,69.52280310566266,2638500
2018-09-12,69.1667251586914,69.68599827474152,68.27655075916381,68.53618448739346,3304700
2018-09-13,71.45894622802734,71.48861946811255,69.29285063813467,69.30026470346208,4850700
2018-09-14,70.97676086425781,71.51086782810421,70.41298066246534,71.42926783865038,3446000
2018-09-17,70.74679565429688,71.33282933079819,70.3239619458834,70.76904916638321,3987200
2018-09-18,68.69939422607422,71.25865023367597,68.55103369156662,70.73196297870486,10240500
2018-09-19,67.51991271972656,68.42492677134057,67.05999162828422,68.03176622816873,8451400
2018-09-20,68.75132751464844,69.07772751310287,67.2231923575066,67.8240599368503,5991200
2018-09-21,68.43975067138672,69.23349130260954,68.28397043455878,68.8774181472951,9953500
2018-09-24,69.30026245117188,69.71568213927145,68.20979496674697,68.46943439415607,5910300
2018-09-25,69.56729888916016,70.20525922488149,69.28541167600501,69.34475813969777,5303900
2018-09-26,69.86402893066406,70.55391604062149,69.61922900077163,69.94562890729487,4656200
2018-09-27,69.83438110351562,70.39074169590157,69.7008543349593,69.99016139023257,3028600
2018-09-28,70.16078186035156,70.59103541458516,69.61183532856688,69.73052830611796,4527900
2018-10-01,70.47233581542969,70.94709636183995,69.97532175271772,70.27946257482797,3763800
2018-10-02,69.901123046875,70.73195095422285,69.3373429243242,70.72453123088135,6792200
2018-10-03,71.22156524658203,71.65923279933031,70.17560476762745,70.20527800741252,4796800
2018-10-04,69.61181640625,71.07319075244978,69.18156862856169,71.07319075244978,4425400
2018-10-05,70.01238250732422,70.67259631864741,68.92192100496085,69.8046755544931,4190100
2018-10-08,70.33137512207031,70.74679476093665,69.54505418713028,69.78243441237204,3305500
2018-10-09,70.15335845947266,70.66521199406174,69.5821640988092,70.25721197959328,3625600
2018-10-10,69.04804229736328,70.76163067289951,68.98127610035228,69.61923653601163,5310800
2018-10-11,67.28250122070312,69.2705621895185,66.47392699355582,68.98867501722292,9994400
2018-10-12,67.99478912353516,68.28719099302,66.6527367307055,68.0097815978088,5709600
2018-10-15,66.86267852783203,67.92732172984365,66.86267852783203,67.85984700245555,4827900
2018-10-16,68.90947723388672,68.96195946851486,67.12506981626065,67.3125071856661,3787100
2018-10-17,69.17939758300781,69.28436779637254,68.09976197834874,68.84201252907732,2857400
2018-10-18,67.4024887084961,69.27686266746353,66.89265876285154,68.86449810843655,4422300
2018-10-19,65.95545959472656,67.46995095683303,65.95545959472656,66.92263706523455,7059400
2018-10-22,63.18138885498047,66.37532337751578,62.604084247639996,66.37532337751578,7621100
2018-10-23,62.19921112060547,63.42130061446043,61.10457765516222,61.914308400602685,8096200
2018-10-24,59.5376091003418,62.326672367956114,59.42514553403554,62.10924433179992,8689100
2018-10-25,61.27702713012695,62.371660677595194,59.725045945137346,60.2798589551945,9173500
2018-10-26,60.57225799560547,61.12707098004041,59.55259829872629,60.744697163677145,6181500
2018-10-29,60.99960708618164,62.356651568395165,59.93496439052093,61.59190975436476,4343900
2018-10-30,61.172054290771484,62.13923175837405,60.077420790728524,61.42697207578659,5243100
2018-10-31,58.36799240112305,61.16456031198865,58.285519505619355,60.71471179478121,14068500
2018-11-01,60.137420654296875,60.46731234124102,58.105599724539,58.263046469634325,10671700
2018-11-02,59.650081634521484,63.29386547121394,59.05028533342094,63.113927152897375,12781500
2018-11-05,61.91433334350586,62.85152049491469,59.4326578768825,59.56761305549083,10315600
2018-11-06,62.72406005859375,63.15141714114821,61.711893429264116,62.02679263756953,7945500
2018-11-07,65.19820404052734,65.39314047690495,63.083911061766216,63.091410157047505,10378000
2018-11-08,65.7755355834961,67.26003660308511,65.22821585315594,65.32568124288312,9333200
2018-11-09,66.57024383544922,67.12505673916476,65.64804964077419,65.85048516356957,9169800
2018-11-12,67.24503326416016,67.39498087338296,66.35282954492097,66.54026691651679,9344700
2018-11-13,66.14290618896484,68.13723701667274,66.12790799469536,67.47745947219327,7237200
2018-11-14,66.21039581298828,67.0276259806575,64.81586087891057,66.7652147231991,7268200
2018-11-15,67.58241271972656,67.69487627751644,64.44845989405776,65.70054006112076,10365700
2018-11-16,68.62458038330078,68.97696361263047,66.87766243201794,67.2750345273089,8691100
2018-11-19,67.08759307861328,69.23187155554595,66.81018368244185,68.4446379504138,5971700
2018-11-20,66.04542541503906,67.2600215669238,65.87298624713749,66.72770015101162,5372900
2018-11-21,64.5909194946289,66.56275858758106,64.00611580957802,66.35282964629455,6532500
2018-11-23,64.20103454589844,64.89080829267134,63.65372072567964,64.17854298070226,1612800
2018-11-26,64.65840148925781,65.41565015863462,63.88616034530016,64.77086506908768,5227900
2018-11-27,65.73804473876953,65.75303721381458,64.1035903923578,64.6434110161467,4338300
2018-11-28,66.68272399902344,66.69771647253256,64.89831648428934,66.00794828841536,3953600
2018-11-29,67.40998840332031,67.72488185838476,66.24787425040833,66.73521262808546,3838000
2018-11-30,70.67888641357422,70.67888641357422,67.3799930232676,67.67239488540719,12031700
2018-12-03,70.22154998779297,71.0162827300237,69.59175735195815,70.71638174725167,6673900
2018-12-04,67.88983154296875,71.21122264531665,67.77736795401353,70.41648414479928,7008400
2018-12-06,67.7248764038086,67.83733997731247,65.3556651438309,67.25253053911932,8734300
2018-12-07,65.19820404052734,67.47744279467462,64.75585466120421,67.42496056797299,6737700
2018-12-10,65.68556213378906,65.88799200652619,63.428814262943334,64.98079568771273,5229400
2018-12-11,66.10540008544922,67.05758498149962,64.97328266371633,66.44279073150501,5098100
2018-12-12,66.42781066894531,67.60491726346233,66.24787237402434,66.96763127384348,4185100
2018-12-13,65.76053619384766,67.46996435269966,65.5056240775894,67.00512326537333,4078600
2018-12-14,64.1860580444336,65.3481721098451,63.7886917067523,65.07826182007383,5461600
2018-12-17,63.67622375488281,65.13823295718399,63.12890411599325,63.781188224784714,5958200
2018-12-18,62.664066314697266,64.1035840216493,62.07926260375643,64.07359335440427,5288600
2018-12-19,62.61907958984375,64.70338813346214,61.96680114545205,63.22638061203597,5510800
2018-12-20,64.00611877441406,64.83834120173124,61.78686087494657,62.22171125055368,9453300
2018-12-21,63.668724060058594,66.51027525743396,62.3941522402943,63.45129602583818,16044700
2018-12-24,63.098907470703125,64.80833505801371,62.67904394881149,63.6162306278312,5097900
2018-12-26,66.75770568847656,66.7951897367423,63.443813798628206,63.533780090574425,6225000
2018-12-27,67.40998840332031,67.42498087826534,65.12324986506206,65.94047417274868,7272800
2018-12-28,68.31716918945312,69.5917409150227,67.47744778005307,67.54492248216874,6037700
2018-12-31,69.11941528320312,69.7192115122805,68.39965637622909,68.67706005862831,5722100
2019-01-02,66.90016174316406,68.42215257095926,66.29286065551923,68.40715437514122,6908400
2019-01-03,64.69589233398438,66.5777653927482,64.53844560765303,66.45780271356125,7653200
2019-01-04,66.78019714355469,66.8326793871425,64.68089595977118,65.79052789294488,8910600
2019-01-07,67.7548599243164,68.04726175250157,66.87764871962656,67.52993280103503,7281500
2019-01-08,68.06975555419922,69.20187886362798,67.77735371642024,68.37714986462618,7478300
2019-01-09,65.83550262451172,68.5196072424043,65.57309144011101,68.13723339077194,9971900
2019-01-10,66.12789916992188,66.63772902448035,65.31817411161612,65.88797957484343,6527700
2019-01-11,66.21039581298828,66.21039581298828,65.63309104657979,65.63309104657979,5318100
2019-01-14,64.32820129394531,66.00546960898023,64.12328283298095,66.00546960898023,6368500
2019-01-15,64.88983154296875,65.0264419462499,64.09293655877966,64.45723289762738,7295500
2019-01-16,64.92776489257812,65.56527608827257,64.8518657395067,65.01124932872274,4927000
2019-01-17,66.18002319335938,66.55191053323759,64.82910158073662,64.92017709484219,6438700
2019-01-18,67.92560577392578,68.14570061037482,65.96752546920816,67.12871087610321,6190000
2019-01-22,67.2880859375,67.8193452750116,66.71128594942134,67.43987266527688,5664600
2019-01-23,67.12870788574219,67.75863385955658,66.55949892416622,67.42469608253826,4969300
2019-01-24,65.17821502685547,67.12111877567837,64.58623866700908,67.03763433618283,8372600
2019-01-25,61.12545394897461,62.696470457319045,60.28302421939787,62.620577086877354,21308600
2019-01-28,58.54502868652344,60.79150564638441,58.195914610696256,60.715612289081456,14718800
2019-01-29,58.79548645019531,59.319160498924525,57.50527611671466,58.461548704305095,13909000
2019-01-30,60.00221633911133,60.10088293846045,58.42361444275263,58.96246493582944,9277200
2019-01-31,60.93571853637695,61.709840190894504,59.736583578520836,59.9187288283556,11563900
2019-02-01,61.095088958740234,61.26964890349386,60.040155587769235,60.90535265762614,6759500
2019-02-04,59.5999755859375,60.98884692362348,58.83343918460305,60.94331205691027,10205600
2019-02-05,60.480342864990234,60.761148874029146,59.36469253099195,59.622731111221455,7965500
2019-02-06,60.01740264892578,60.63214656006814,59.797307791657744,60.41205170280011,4907200
2019-02-07,60.0857048034668,60.123654388873895,59.05353861556644,59.46336981872926,5877500
2019-02-08,60.46515655517578,60.60935798142826,59.873180285727145,59.97943213971578,4598900
2019-02-11,60.54106140136719,60.85223174018037,60.08569539922196,60.632136917913385,4803500
2019-02-12,60.6624870300293,60.80668846370218,59.630321146490054,60.70802188685565,6620100
2019-02-13,61.315189361572266,61.717429430216015,60.93571672469433,60.97366051420637,4237200
2019-02-14,61.11027145385742,61.2317054781093,60.50311870347696,61.05714551582047,3436300
2019-02-15,61.3607063293457,62.005808465836544,60.83703818058037,61.573210017574105,6295400
2019-02-19,61.11027145385742,61.86921673455274,60.8901824179136,61.095095095972425,5674700
2019-02-20,60.70802307128906,61.170980092363024,60.0629208290639,61.117854161598416,5564100
2019-02-21,59.76694107055664,60.647320378682615,59.27362547826487,60.51829527987588,6360800
2019-02-22,60.73080062866211,60.859825730859335,59.37987891509431,60.07811299482582,5022700
2019-02-25,60.93571853637695,61.18617187383293,60.624548185545024,61.06473784708103,5511800
2019-02-26,61.10268020629883,61.368309870557525,60.73079288604425,60.86740325484764,4283100
2019-02-27,60.2678337097168,60.821860395111855,59.80487673135016,60.821860395111855,4175500
2019-02-28,60.138816833496094,60.495522008728166,59.76693530178907,60.3057857061828,6310800
2019-03-01,60.791507720947266,61.36071660558215,60.169172905358145,60.54105442203779,8567900
2019-03-04,60.3057746887207,61.26963817212349,60.04014507174444,61.01918490884957,5872500
2019-03-05,59.888362884521484,60.63971694064606,59.744161457176396,60.24506223116217,5933100
2019-03-06,59.26604461669922,60.05534854231798,58.86380447361237,60.05534854231798,5293200
2019-03-07,59.3798942565918,60.04777000190656,58.77274133119931,59.023188945397706,6642500
2019-03-08,58.87897491455078,59.228089040822184,58.507087566535155,58.94727720890498,6189100
2019-03-11,59.2584342956543,59.43298842461225,58.64368483246395,58.871370676651715,8078100
2019-03-12,59.759342193603516,60.062921425397725,59.23567395380804,59.56202061468568,6128800
2019-03-13,59.9035530090332,60.18436485570326,59.31157659902516,59.895961934719644,5984500
2019-03-14,60.67767333984375,61.019202192946175,59.5089026940861,59.95667763378256,6161800
2019-03-15,61.73260498046875,61.82368049663359,60.04016028469521,60.76115596921514,12751100
2019-03-18,61.20892333984375,62.0437617899685,60.92811156894994,61.73259152030576,5550100
2019-03-19,61.33795928955078,61.694664509179404,60.34374279336363,60.966077711558306,6335500
2019-03-20,61.04195785522461,61.40625407023309,60.76114606885782,61.262052640708,5360900
2019-03-21,61.65671920776367,61.70984515116465,60.15401064282547,60.62455305857881,5159200
2019-03-22,60.533470153808594,62.22591468992513,60.48034422196396,61.307591702157936,4992500
2019-03-25,60.34374237060547,60.745982452800774,59.508903699406694,60.336151296330144,4008400
2019-03-26,61.292415618896484,61.618762284621276,60.563828925944165,60.601772711549366,4921900
2019-03-27,60.63214111328125,61.47457088117263,60.56383881386516,61.47457088117263,4006200
2019-03-28,60.685264587402344,61.08750466395178,60.33615044944825,60.96607642871659,3071000
2019-03-29,61.16339874267578,61.39867572228659,60.68526528978372,60.77634080998401,7105900
2019-04-01,61.30757522583008,61.55802846162825,60.69283163822616,61.459367697658095,4759400
2019-04-02,63.045570373535156,63.364325931670145,61.32276751288884,61.39106979379275,6355800
2019-04-03,63.05319595336914,64.30545723456368,62.83310105507356,63.46302723395798,6083500
2019-04-04,62.84825897216797,63.28085756521854,62.28664106669549,63.022818940374734,4827900
2019-04-05,63.33396911621094,63.8880016117596,62.74199283813738,62.8558357662958,3996300
2019-04-08,63.7362174987793,63.75139385434943,62.82547982668476,63.523707988752776,3499200
2019-04-09,62.7571907043457,63.58443832829531,62.612989239869115,63.57684725377199,3712700
2019-04-10,62.95451354980469,63.280860277165026,62.68888383923079,63.14424988454225,3641900
2019-04-11,62.058956146240234,63.18219776535333,61.64913076970683,63.144248183310886,9094200
2019-04-12,62.1204719543457,62.91254934044639,61.39760247946575,62.03588059592077,5011500
2019-04-15,62.312713623046875,62.68184002276671,61.805171423880324,62.25888330090701,3495500
2019-04-16,61.68212890625,62.52035064899806,61.5360155136918,62.37423725643986,3624700
